Date,Time,c02,temperature
16/06/2004,11.00.00,-200,84
16/06/2004,12.00.00,-200,85
16/06/2004,13.00.00,-200,110
16/06/2004,14.00.00,-200,107
16/06/2004,15.00.00,-200,107
16/06/2004,16.00.00,-200,113
16/06/2004,17.00.00,-200,107
16/06/2004,18.00.00,-200,106
16/06/2004,19.00.00,-200,125
16/06/2004,20.00.00,-200,139
16/06/2004,21.00.00,-200,117
16/06/2004,22.00.00,-200,107
16/06/2004,23.00.00,-200,98
17/06/2004,00.00.00,-200,97
17/06/2004,01.00.00,-200,95
17/06/2004,02.00.00,-200,68
17/06/2004,03.00.00,-200,-200
17/06/2004,04.00.00,-200,51
17/06/2004,05.00.00,-200,44
17/06/2004,06.00.00,-200,77
17/06/2004,07.00.00,-200,100
17/06/2004,08.00.00,-200,125
17/06/2004,09.00.00,-200,154
17/06/2004,10.00.00,-200,125
17/06/2004,11.00.00,-200,117
17/06/2004,12.00.00,-200,105
17/06/2004,13.00.00,-200,103
17/06/2004,14.00.00,-200,106
17/06/2004,15.00.00,-200,107
17/06/2004,16.00.00,-200,102
17/06/2004,17.00.00,-200,124
17/06/2004,18.00.00,-200,133
17/06/2004,19.00.00,-200,125
17/06/2004,20.00.00,-200,124
17/06/2004,21.00.00,-200,97
17/06/2004,22.00.00,-200,94
17/06/2004,23.00.00,-200,120
18/06/2004,00.00.00,-200,105
18/06/2004,01.00.00,-200,81
18/06/2004,02.00.00,-200,43
18/06/2004,03.00.00,-200,-200
18/06/2004,04.00.00,-200,32
18/06/2004,05.00.00,-200,36
18/06/2004,06.00.00,-200,59
18/06/2004,07.00.00,-200,92
18/06/2004,08.00.00,-200,121
18/06/2004,09.00.00,-200,151
18/06/2004,10.00.00,-200,142
18/06/2004,11.00.00,-200,141
18/06/2004,12.00.00,-200,129
18/06/2004,13.00.00,-200,106
18/06/2004,14.00.00,-200,125
18/06/2004,15.00.00,-200,126
18/06/2004,16.00.00,-200,147
18/06/2004,17.00.00,-200,180
18/06/2004,18.00.00,-200,164
18/06/2004,19.00.00,-200,180
18/06/2004,20.00.00,-200,153
18/06/2004,21.00.00,-200,105
18/06/2004,22.00.00,-200,98
18/06/2004,23.00.00,-200,107
19/06/2004,00.00.00,-200,87
19/06/2004,01.00.00,-200,80
19/06/2004,02.00.00,-200,62
19/06/2004,03.00.00,-200,-200
19/06/2004,04.00.00,-200,54
19/06/2004,05.00.00,-200,56
19/06/2004,06.00.00,-200,62
19/06/2004,07.00.00,-200,72
19/06/2004,08.00.00,-200,86
19/06/2004,09.00.00,-200,99
19/06/2004,10.00.00,-200,98
19/06/2004,11.00.00,-200,102
19/06/2004,12.00.00,-200,84
19/06/2004,13.00.00,-200,83
19/06/2004,14.00.00,-200,68
19/06/2004,15.00.00,-200,63
19/06/2004,16.00.00,-200,65
19/06/2004,17.00.00,-200,63
19/06/2004,18.00.00,-200,56
19/06/2004,19.00.00,-200,77
19/06/2004,20.00.00,-200,91
19/06/2004,21.00.00,-200,70
19/06/2004,22.00.00,-200,95
19/06/2004,23.00.00,-200,113
20/06/2004,00.00.00,-200,109
20/06/2004,01.00.00,-200,65
20/06/2004,02.00.00,-200,60
20/06/2004,03.00.00,-200,-200
20/06/2004,04.00.00,-200,62
20/06/2004,05.00.00,-200,60
20/06/2004,06.00.00,-200,65
20/06/2004,07.00.00,-200,55
20/06/2004,08.00.00,-200,66
20/06/2004,09.00.00,-200,67
20/06/2004,10.00.00,-200,64
20/06/2004,11.00.00,-200,59
20/06/2004,12.00.00,-200,59
20/06/2004,13.00.00,-200,36
20/06/2004,14.00.00,-200,35
20/06/2004,15.00.00,-200,54
20/06/2004,16.00.00,-200,71
20/06/2004,17.00.00,-200,86
20/06/2004,18.00.00,-200,114
20/06/2004,19.00.00,-200,105
20/06/2004,20.00.00,-200,87
20/06/2004,21.00.00,-200,85
20/06/2004,22.00.00,-200,91
20/06/2004,23.00.00,-200,108
21/06/2004,00.00.00,-200,99
21/06/2004,01.00.00,-200,83
21/06/2004,02.00.00,-200,36
21/06/2004,03.00.00,-200,-200
21/06/2004,04.00.00,-200,24
21/06/2004,05.00.00,-200,43
21/06/2004,06.00.00,-200,64
21/06/2004,07.00.00,-200,91
21/06/2004,08.00.00,-200,109
21/06/2004,09.00.00,-200,110
21/06/2004,10.00.00,-200,111
21/06/2004,11.00.00,-200,106
21/06/2004,12.00.00,-200,104
21/06/2004,13.00.00,-200,76
21/06/2004,14.00.00,-200,84
21/06/2004,15.00.00,-200,102
21/06/2004,16.00.00,-200,102
21/06/2004,17.00.00,-200,124
21/06/2004,18.00.00,-200,147
21/06/2004,19.00.00,-200,138
21/06/2004,20.00.00,-200,126
21/06/2004,21.00.00,-200,112
21/06/2004,22.00.00,-200,95
21/06/2004,23.00.00,-200,80
22/06/2004,00.00.00,-200,79
22/06/2004,01.00.00,-200,49
22/06/2004,02.00.00,-200,36
22/06/2004,03.00.00,-200,-200
22/06/2004,04.00.00,-200,40
22/06/2004,05.00.00,-200,37
22/06/2004,06.00.00,-200,67
22/06/2004,07.00.00,-200,106
22/06/2004,08.00.00,-200,134
22/06/2004,09.00.00,-200,123
22/06/2004,10.00.00,-200,136
22/06/2004,11.00.00,-200,109
22/06/2004,12.00.00,-200,144
22/06/2004,13.00.00,-200,154
22/06/2004,14.00.00,-200,126
22/06/2004,15.00.00,-200,98
22/06/2004,16.00.00,-200,120
22/06/2004,17.00.00,-200,145
22/06/2004,18.00.00,-200,139
22/06/2004,19.00.00,-200,148
22/06/2004,20.00.00,-200,139
22/06/2004,21.00.00,-200,93
22/06/2004,22.00.00,-200,96
22/06/2004,23.00.00,-200,104
23/06/2004,00.00.00,-200,83
23/06/2004,01.00.00,-200,66
23/06/2004,02.00.00,-200,55
23/06/2004,03.00.00,-200,-200
23/06/2004,04.00.00,-200,37
23/06/2004,05.00.00,-200,40
23/06/2004,06.00.00,-200,51
23/06/2004,07.00.00,-200,117
23/06/2004,08.00.00,-200,110
23/06/2004,09.00.00,-200,136
23/06/2004,10.00.00,-200,152
23/06/2004,11.00.00,-200,119
23/06/2004,12.00.00,-200,106
23/06/2004,13.00.00,-200,101
23/06/2004,14.00.00,-200,110
23/06/2004,15.00.00,-200,124
23/06/2004,16.00.00,-200,137
23/06/2004,17.00.00,-200,159
23/06/2004,18.00.00,-200,152
23/06/2004,19.00.00,-200,166
23/06/2004,20.00.00,-200,163
23/06/2004,21.00.00,-200,121
23/06/2004,22.00.00,-200,125
23/06/2004,23.00.00,-200,120
24/06/2004,00.00.00,-200,103
24/06/2004,01.00.00,-200,64
24/06/2004,02.00.00,-200,44
24/06/2004,03.00.00,-200,-200
24/06/2004,04.00.00,-200,35
24/06/2004,05.00.00,-200,46
24/06/2004,06.00.00,-200,54
24/06/2004,07.00.00,-200,68
24/06/2004,08.00.00,-200,77
24/06/2004,09.00.00,-200,74
24/06/2004,10.00.00,-200,92
24/06/2004,11.00.00,-200,83
24/06/2004,12.00.00,-200,58
24/06/2004,13.00.00,-200,55
24/06/2004,14.00.00,-200,61
24/06/2004,15.00.00,-200,65
24/06/2004,16.00.00,-200,74
24/06/2004,17.00.00,-200,89
24/06/2004,18.00.00,-200,103
24/06/2004,19.00.00,-200,128
24/06/2004,20.00.00,-200,122
24/06/2004,21.00.00,-200,125
24/06/2004,22.00.00,-200,119
24/06/2004,23.00.00,-200,126
25/06/2004,00.00.00,-200,100
25/06/2004,01.00.00,-200,94
25/06/2004,02.00.00,-200,52
25/06/2004,03.00.00,-200,-200
25/06/2004,04.00.00,-200,64
25/06/2004,05.00.00,-200,46
25/06/2004,06.00.00,-200,88
25/06/2004,07.00.00,-200,104
25/06/2004,08.00.00,-200,125
25/06/2004,09.00.00,-200,151
25/06/2004,10.00.00,-200,113
25/06/2004,11.00.00,-200,102
25/06/2004,12.00.00,-200,108
25/06/2004,13.00.00,-200,93
25/06/2004,14.00.00,-200,89
25/06/2004,15.00.00,-200,84
25/06/2004,16.00.00,-200,111
25/06/2004,17.00.00,-200,115
25/06/2004,18.00.00,-200,127
25/06/2004,19.00.00,-200,129
25/06/2004,20.00.00,-200,140
25/06/2004,21.00.00,-200,137
25/06/2004,22.00.00,-200,130
25/06/2004,23.00.00,-200,121
26/06/2004,00.00.00,-200,79
26/06/2004,01.00.00,-200,69
26/06/2004,02.00.00,-200,61
26/06/2004,03.00.00,-200,-200
26/06/2004,04.00.00,-200,58
26/06/2004,05.00.00,-200,58
26/06/2004,06.00.00,-200,70
26/06/2004,07.00.00,-200,104
26/06/2004,08.00.00,-200,109
26/06/2004,09.00.00,-200,129
26/06/2004,10.00.00,-200,144
26/06/2004,11.00.00,-200,101
26/06/2004,12.00.00,-200,90
26/06/2004,13.00.00,-200,86
26/06/2004,14.00.00,-200,69
26/06/2004,15.00.00,-200,65
26/06/2004,16.00.00,-200,73
26/06/2004,17.00.00,-200,73
26/06/2004,18.00.00,-200,78
26/06/2004,19.00.00,-200,98
26/06/2004,20.00.00,-200,99
26/06/2004,21.00.00,-200,83
26/06/2004,22.00.00,-200,88
26/06/2004,23.00.00,-200,117
27/06/2004,00.00.00,-200,97
27/06/2004,01.00.00,-200,75
27/06/2004,02.00.00,-200,53
27/06/2004,03.00.00,-200,-200
27/06/2004,04.00.00,-200,45
27/06/2004,05.00.00,-200,42
27/06/2004,06.00.00,-200,44
27/06/2004,07.00.00,-200,50
27/06/2004,08.00.00,-200,60
27/06/2004,09.00.00,-200,100
27/06/2004,10.00.00,-200,111
27/06/2004,11.00.00,-200,110
27/06/2004,12.00.00,-200,74
27/06/2004,13.00.00,-200,56
27/06/2004,14.00.00,-200,50
27/06/2004,15.00.00,-200,54
27/06/2004,16.00.00,-200,90
27/06/2004,17.00.00,-200,109
27/06/2004,18.00.00,-200,110
27/06/2004,19.00.00,-200,103
27/06/2004,20.00.00,-200,120
27/06/2004,21.00.00,-200,134
27/06/2004,22.00.00,-200,137
27/06/2004,23.00.00,-200,99
28/06/2004,00.00.00,-200,78
28/06/2004,01.00.00,-200,63
28/06/2004,02.00.00,-200,41
28/06/2004,03.00.00,-200,-200
28/06/2004,04.00.00,-200,39
28/06/2004,05.00.00,-200,60
28/06/2004,06.00.00,-200,54
28/06/2004,07.00.00,-200,119
28/06/2004,08.00.00,-200,159
28/06/2004,09.00.00,-200,182
28/06/2004,10.00.00,-200,183
28/06/2004,11.00.00,-200,144
28/06/2004,12.00.00,-200,118
28/06/2004,13.00.00,-200,106
28/06/2004,14.00.00,-200,97
28/06/2004,15.00.00,-200,129
28/06/2004,16.00.00,-200,130
28/06/2004,17.00.00,-200,163
28/06/2004,18.00.00,-200,160
28/06/2004,19.00.00,-200,140
28/06/2004,20.00.00,-200,115
28/06/2004,21.00.00,-200,92
28/06/2004,22.00.00,-200,99
28/06/2004,23.00.00,-200,96
29/06/2004,00.00.00,-200,80
29/06/2004,01.00.00,-200,65
29/06/2004,02.00.00,-200,46
29/06/2004,03.00.00,-200,-200
29/06/2004,04.00.00,-200,57
29/06/2004,05.00.00,-200,54
29/06/2004,06.00.00,-200,62
29/06/2004,07.00.00,-200,102
29/06/2004,08.00.00,-200,140
29/06/2004,09.00.00,-200,121
29/06/2004,10.00.00,-200,132
29/06/2004,11.00.00,-200,122
29/06/2004,12.00.00,-200,148
29/06/2004,13.00.00,-200,133
29/06/2004,14.00.00,-200,130
29/06/2004,15.00.00,-200,141
29/06/2004,16.00.00,-200,172
29/06/2004,17.00.00,-200,198
29/06/2004,18.00.00,-200,181
29/06/2004,19.00.00,-200,202
29/06/2004,20.00.00,-200,120
29/06/2004,21.00.00,-200,115
29/06/2004,22.00.00,-200,112
29/06/2004,23.00.00,-200,97
30/06/2004,00.00.00,-200,100
30/06/2004,01.00.00,-200,47
30/06/2004,02.00.00,-200,44
30/06/2004,03.00.00,-200,-200
30/06/2004,04.00.00,-200,42
30/06/2004,05.00.00,-200,57
30/06/2004,06.00.00,-200,61
30/06/2004,07.00.00,-200,106
30/06/2004,08.00.00,-200,136
30/06/2004,09.00.00,-200,157
30/06/2004,10.00.00,-200,171
30/06/2004,11.00.00,-200,190
30/06/2004,12.00.00,-200,155
30/06/2004,13.00.00,-200,139
30/06/2004,14.00.00,-200,152
30/06/2004,15.00.00,-200,143
30/06/2004,16.00.00,-200,168
30/06/2004,17.00.00,-200,226
30/06/2004,18.00.00,-200,207
30/06/2004,19.00.00,-200,197
30/06/2004,20.00.00,-200,158
30/06/2004,21.00.00,-200,124
30/06/2004,22.00.00,-200,110
30/06/2004,23.00.00,-200,112
1/7/2004,00.00.00,-200,102
1/7/2004,01.00.00,-200,77
1/7/2004,02.00.00,-200,50
1/7/2004,03.00.00,-200,-200
1/7/2004,04.00.00,-200,40
1/7/2004,05.00.00,-200,66
1/7/2004,06.00.00,-200,60
1/7/2004,07.00.00,-200,85
1/7/2004,08.00.00,-200,120
1/7/2004,09.00.00,-200,134
1/7/2004,10.00.00,-200,149
1/7/2004,11.00.00,-200,125
1/7/2004,12.00.00,-200,132
1/7/2004,13.00.00,-200,114
1/7/2004,14.00.00,-200,110
1/7/2004,15.00.00,-200,121
1/7/2004,16.00.00,-200,127
1/7/2004,17.00.00,-200,157
1/7/2004,18.00.00,-200,169
1/7/2004,19.00.00,-200,179
1/7/2004,20.00.00,-200,149
1/7/2004,21.00.00,-200,111
1/7/2004,22.00.00,-200,112
1/7/2004,23.00.00,-200,120
2/7/2004,00.00.00,-200,105
2/7/2004,01.00.00,-200,90
2/7/2004,02.00.00,-200,87
2/7/2004,03.00.00,-200,-200
2/7/2004,04.00.00,-200,54
2/7/2004,05.00.00,-200,61
2/7/2004,06.00.00,-200,63
2/7/2004,07.00.00,-200,102
2/7/2004,08.00.00,-200,149
2/7/2004,09.00.00,-200,147
2/7/2004,10.00.00,-200,158
2/7/2004,11.00.00,-200,112
2/7/2004,12.00.00,-200,108
2/7/2004,13.00.00,-200,120
2/7/2004,14.00.00,-200,117
2/7/2004,15.00.00,-200,119
2/7/2004,16.00.00,-200,149
2/7/2004,17.00.00,-200,174
2/7/2004,18.00.00,-200,163
2/7/2004,19.00.00,-200,161
2/7/2004,20.00.00,-200,154
2/7/2004,21.00.00,-200,124
2/7/2004,22.00.00,-200,122
2/7/2004,23.00.00,-200,119
3/7/2004,00.00.00,-200,131
3/7/2004,01.00.00,-200,84
3/7/2004,02.00.00,-200,77
3/7/2004,03.00.00,-200,-200
3/7/2004,04.00.00,-200,41
3/7/2004,05.00.00,-200,68
3/7/2004,06.00.00,-200,69
3/7/2004,07.00.00,-200,101
3/7/2004,08.00.00,-200,120
3/7/2004,09.00.00,-200,124
3/7/2004,10.00.00,-200,113
3/7/2004,11.00.00,-200,97
3/7/2004,12.00.00,-200,94
3/7/2004,13.00.00,-200,86
3/7/2004,14.00.00,-200,70
3/7/2004,15.00.00,-200,70
3/7/2004,16.00.00,-200,82
3/7/2004,17.00.00,-200,93
3/7/2004,18.00.00,-200,89
3/7/2004,19.00.00,-200,90
3/7/2004,20.00.00,-200,67
3/7/2004,21.00.00,-200,94
3/7/2004,22.00.00,-200,109
3/7/2004,23.00.00,-200,103
4/7/2004,00.00.00,-200,101
4/7/2004,01.00.00,-200,71
4/7/2004,02.00.00,-200,71
4/7/2004,03.00.00,-200,-200
4/7/2004,04.00.00,-200,49
4/7/2004,05.00.00,-200,43
4/7/2004,06.00.00,-200,44
4/7/2004,07.00.00,-200,42
4/7/2004,08.00.00,-200,69
4/7/2004,09.00.00,-200,65
4/7/2004,10.00.00,-200,68
4/7/2004,11.00.00,-200,58
4/7/2004,12.00.00,-200,52
4/7/2004,13.00.00,-200,46
4/7/2004,14.00.00,-200,40
4/7/2004,15.00.00,-200,47
4/7/2004,16.00.00,-200,56
4/7/2004,17.00.00,-200,64
4/7/2004,18.00.00,-200,71
4/7/2004,19.00.00,-200,103
4/7/2004,20.00.00,-200,97
4/7/2004,21.00.00,-200,108
4/7/2004,22.00.00,-200,87
4/7/2004,23.00.00,-200,104
5/7/2004,00.00.00,-200,93
5/7/2004,01.00.00,-200,55
5/7/2004,02.00.00,-200,49
5/7/2004,03.00.00,-200,-200
5/7/2004,04.00.00,-200,56
5/7/2004,05.00.00,-200,43
5/7/2004,06.00.00,-200,57
5/7/2004,07.00.00,-200,80
5/7/2004,08.00.00,-200,134
5/7/2004,09.00.00,-200,157
5/7/2004,10.00.00,-200,175
5/7/2004,11.00.00,-200,147
5/7/2004,12.00.00,-200,140
5/7/2004,13.00.00,-200,137
5/7/2004,14.00.00,-200,123
5/7/2004,15.00.00,-200,138
5/7/2004,16.00.00,-200,132
5/7/2004,17.00.00,-200,174
5/7/2004,18.00.00,-200,203
5/7/2004,19.00.00,-200,176
5/7/2004,20.00.00,-200,125
5/7/2004,21.00.00,-200,98
5/7/2004,22.00.00,-200,103
5/7/2004,23.00.00,-200,104
6/7/2004,00.00.00,-200,105
6/7/2004,01.00.00,-200,75
6/7/2004,02.00.00,-200,60
6/7/2004,03.00.00,-200,-200
6/7/2004,04.00.00,-200,36
6/7/2004,05.00.00,-200,66
6/7/2004,06.00.00,-200,97
6/7/2004,07.00.00,-200,115
6/7/2004,08.00.00,-200,145
6/7/2004,09.00.00,-200,162
6/7/2004,10.00.00,-200,147
6/7/2004,11.00.00,-200,132
6/7/2004,12.00.00,-200,179
6/7/2004,13.00.00,-200,174
6/7/2004,14.00.00,-200,132
6/7/2004,15.00.00,-200,151
6/7/2004,16.00.00,-200,168
6/7/2004,17.00.00,-200,192
6/7/2004,18.00.00,-200,194
6/7/2004,19.00.00,-200,155
6/7/2004,20.00.00,-200,159
6/7/2004,21.00.00,-200,125
6/7/2004,22.00.00,-200,108
6/7/2004,23.00.00,-200,110
7/7/2004,00.00.00,-200,99
7/7/2004,01.00.00,-200,95
7/7/2004,02.00.00,-200,69
7/7/2004,03.00.00,-200,-200
7/7/2004,04.00.00,-200,45
7/7/2004,05.00.00,-200,53
7/7/2004,06.00.00,-200,88
7/7/2004,07.00.00,-200,136
7/7/2004,08.00.00,-200,141
7/7/2004,09.00.00,-200,189
7/7/2004,10.00.00,-200,166
7/7/2004,11.00.00,-200,154
7/7/2004,12.00.00,-200,149
7/7/2004,13.00.00,-200,142
7/7/2004,14.00.00,-200,130
7/7/2004,15.00.00,-200,121
7/7/2004,16.00.00,-200,116
7/7/2004,17.00.00,-200,177
7/7/2004,18.00.00,-200,233
7/7/2004,19.00.00,-200,223
7/7/2004,20.00.00,-200,184
7/7/2004,21.00.00,-200,165
7/7/2004,22.00.00,-200,132
7/7/2004,23.00.00,-200,122
8/7/2004,00.00.00,-200,88
8/7/2004,01.00.00,-200,79
8/7/2004,02.00.00,-200,60
8/7/2004,03.00.00,-200,-200
8/7/2004,04.00.00,-200,60
8/7/2004,05.00.00,-200,74
8/7/2004,06.00.00,-200,62
8/7/2004,07.00.00,-200,115
8/7/2004,08.00.00,-200,119
8/7/2004,09.00.00,-200,155
8/7/2004,10.00.00,-200,162
8/7/2004,11.00.00,-200,189
8/7/2004,12.00.00,-200,115
8/7/2004,13.00.00,-200,109
8/7/2004,14.00.00,-200,108
8/7/2004,15.00.00,-200,145
8/7/2004,16.00.00,-200,167
8/7/2004,17.00.00,-200,200
8/7/2004,18.00.00,-200,178
8/7/2004,19.00.00,-200,206
8/7/2004,20.00.00,-200,192
8/7/2004,21.00.00,-200,137
8/7/2004,22.00.00,-200,128
8/7/2004,23.00.00,-200,121
9/7/2004,00.00.00,-200,136
9/7/2004,01.00.00,-200,109
9/7/2004,02.00.00,-200,74
9/7/2004,03.00.00,-200,-200
9/7/2004,04.00.00,-200,40
9/7/2004,05.00.00,-200,61
9/7/2004,06.00.00,-200,83
9/7/2004,07.00.00,-200,129
9/7/2004,08.00.00,-200,-200
9/7/2004,09.00.00,-200,115
9/7/2004,10.00.00,-200,130
9/7/2004,11.00.00,-200,137
9/7/2004,12.00.00,-200,116
9/7/2004,13.00.00,-200,129
9/7/2004,14.00.00,-200,117
9/7/2004,15.00.00,-200,138
9/7/2004,16.00.00,-200,139
9/7/2004,17.00.00,-200,180
9/7/2004,18.00.00,-200,162
9/7/2004,19.00.00,-200,158
9/7/2004,20.00.00,-200,162
9/7/2004,21.00.00,-200,112
9/7/2004,22.00.00,-200,104
9/7/2004,23.00.00,-200,125
10/7/2004,00.00.00,-200,127
10/7/2004,01.00.00,-200,95
10/7/2004,02.00.00,-200,70
10/7/2004,03.00.00,-200,-200
10/7/2004,04.00.00,-200,33
10/7/2004,05.00.00,-200,45
10/7/2004,06.00.00,-200,56
10/7/2004,07.00.00,-200,74
10/7/2004,08.00.00,-200,84
10/7/2004,09.00.00,-200,93
10/7/2004,10.00.00,-200,97
10/7/2004,11.00.00,-200,83
10/7/2004,12.00.00,-200,71
10/7/2004,13.00.00,-200,78
10/7/2004,14.00.00,-200,62
10/7/2004,15.00.00,-200,54
10/7/2004,16.00.00,-200,59
10/7/2004,17.00.00,-200,69
10/7/2004,18.00.00,-200,67
10/7/2004,19.00.00,-200,58
10/7/2004,20.00.00,-200,77
10/7/2004,21.00.00,-200,94
10/7/2004,22.00.00,-200,97
10/7/2004,23.00.00,-200,110
11/7/2004,00.00.00,-200,116
11/7/2004,01.00.00,-200,74
11/7/2004,02.00.00,-200,51
11/7/2004,03.00.00,-200,-200
11/7/2004,04.00.00,-200,40
11/7/2004,05.00.00,-200,36
11/7/2004,06.00.00,-200,35
11/7/2004,07.00.00,-200,48
11/7/2004,08.00.00,-200,38
11/7/2004,09.00.00,-200,54
11/7/2004,10.00.00,-200,57
11/7/2004,11.00.00,-200,54
11/7/2004,12.00.00,-200,46
11/7/2004,13.00.00,-200,36
11/7/2004,14.00.00,-200,19
11/7/2004,15.00.00,-200,34
11/7/2004,16.00.00,-200,63
11/7/2004,17.00.00,-200,86
11/7/2004,18.00.00,-200,65
11/7/2004,19.00.00,-200,101
11/7/2004,20.00.00,-200,116
11/7/2004,21.00.00,-200,124
11/7/2004,22.00.00,-200,136
11/7/2004,23.00.00,-200,108
12/7/2004,00.00.00,-200,82
12/7/2004,01.00.00,-200,68
12/7/2004,02.00.00,-200,22
12/7/2004,03.00.00,-200,-200
12/7/2004,04.00.00,-200,34
12/7/2004,05.00.00,-200,43
12/7/2004,06.00.00,-200,84
12/7/2004,07.00.00,-200,108
12/7/2004,08.00.00,-200,112
12/7/2004,09.00.00,-200,104
12/7/2004,10.00.00,-200,107
12/7/2004,11.00.00,-200,102
12/7/2004,12.00.00,-200,104
12/7/2004,13.00.00,-200,96
12/7/2004,14.00.00,-200,80
12/7/2004,15.00.00,-200,72
12/7/2004,16.00.00,-200,106
12/7/2004,17.00.00,-200,119
12/7/2004,18.00.00,-200,119
12/7/2004,19.00.00,-200,128
12/7/2004,20.00.00,-200,112
12/7/2004,21.00.00,-200,95
12/7/2004,22.00.00,-200,85
12/7/2004,23.00.00,-200,101
13/07/2004,00.00.00,-200,94
13/07/2004,01.00.00,-200,76
13/07/2004,02.00.00,-200,50
13/07/2004,03.00.00,-200,-200
13/07/2004,04.00.00,-200,51
13/07/2004,05.00.00,-200,42
13/07/2004,06.00.00,-200,62
13/07/2004,07.00.00,-200,111
13/07/2004,08.00.00,-200,129
13/07/2004,09.00.00,-200,135
13/07/2004,10.00.00,-200,139
13/07/2004,11.00.00,-200,134
13/07/2004,12.00.00,-200,141
13/07/2004,13.00.00,-200,112
13/07/2004,14.00.00,-200,105
13/07/2004,15.00.00,-200,72
13/07/2004,16.00.00,-200,90
13/07/2004,17.00.00,-200,126
13/07/2004,18.00.00,-200,154
13/07/2004,19.00.00,-200,173
13/07/2004,20.00.00,-200,162
13/07/2004,21.00.00,-200,128
13/07/2004,22.00.00,-200,120
13/07/2004,23.00.00,-200,111
14/07/2004,00.00.00,-200,89
14/07/2004,01.00.00,-200,69
14/07/2004,02.00.00,-200,70
14/07/2004,03.00.00,-200,-200
14/07/2004,04.00.00,-200,59
14/07/2004,05.00.00,-200,73
14/07/2004,06.00.00,-200,89
14/07/2004,07.00.00,-200,142
14/07/2004,08.00.00,-200,145
14/07/2004,09.00.00,-200,156
14/07/2004,10.00.00,-200,148
14/07/2004,11.00.00,-200,122
14/07/2004,12.00.00,-200,106
14/07/2004,13.00.00,-200,106
14/07/2004,14.00.00,-200,127
14/07/2004,15.00.00,-200,113
14/07/2004,16.00.00,-200,136
14/07/2004,17.00.00,-200,153
14/07/2004,18.00.00,-200,172
14/07/2004,19.00.00,-200,190
14/07/2004,20.00.00,-200,160
14/07/2004,21.00.00,-200,159
14/07/2004,22.00.00,-200,123
14/07/2004,23.00.00,-200,101
15/07/2004,00.00.00,-200,116
15/07/2004,01.00.00,-200,80
15/07/2004,02.00.00,-200,51
15/07/2004,03.00.00,-200,-200
15/07/2004,04.00.00,-200,37
15/07/2004,05.00.00,-200,46
15/07/2004,06.00.00,-200,64
15/07/2004,07.00.00,-200,108
15/07/2004,08.00.00,-200,151
15/07/2004,09.00.00,-200,153
15/07/2004,10.00.00,-200,116
15/07/2004,11.00.00,-200,116
15/07/2004,12.00.00,-200,130
15/07/2004,13.00.00,-200,131
15/07/2004,14.00.00,-200,131
15/07/2004,15.00.00,-200,135
15/07/2004,16.00.00,-200,152
15/07/2004,17.00.00,-200,198
15/07/2004,18.00.00,-200,183
15/07/2004,19.00.00,-200,175
15/07/2004,20.00.00,-200,193
15/07/2004,21.00.00,-200,140
15/07/2004,22.00.00,-200,128
15/07/2004,23.00.00,-200,100
16/07/2004,00.00.00,-200,97
16/07/2004,01.00.00,-200,67
16/07/2004,02.00.00,-200,58
16/07/2004,03.00.00,-200,-200
16/07/2004,04.00.00,-200,45
16/07/2004,05.00.00,-200,62
16/07/2004,06.00.00,-200,59
16/07/2004,07.00.00,-200,102
16/07/2004,08.00.00,-200,154
16/07/2004,09.00.00,-200,157
16/07/2004,10.00.00,-200,138
16/07/2004,11.00.00,-200,142
16/07/2004,12.00.00,-200,125
16/07/2004,13.00.00,-200,120
16/07/2004,14.00.00,-200,150
16/07/2004,15.00.00,-200,120
16/07/2004,16.00.00,-200,173
16/07/2004,17.00.00,-200,187
16/07/2004,18.00.00,-200,206
16/07/2004,19.00.00,-200,187
16/07/2004,20.00.00,-200,170
16/07/2004,21.00.00,-200,149
16/07/2004,22.00.00,-200,124
16/07/2004,23.00.00,-200,119
17/07/2004,00.00.00,-200,108
17/07/2004,01.00.00,-200,93
17/07/2004,02.00.00,-200,77
17/07/2004,03.00.00,-200,-200
17/07/2004,04.00.00,-200,76
17/07/2004,05.00.00,-200,58
17/07/2004,06.00.00,-200,63
17/07/2004,07.00.00,-200,75
17/07/2004,08.00.00,-200,111
17/07/2004,09.00.00,-200,116
17/07/2004,10.00.00,-200,138
17/07/2004,11.00.00,-200,117
17/07/2004,12.00.00,-200,94
17/07/2004,13.00.00,-200,91
17/07/2004,14.00.00,-200,60
17/07/2004,15.00.00,-200,66
17/07/2004,16.00.00,-200,87
17/07/2004,17.00.00,-200,106
17/07/2004,18.00.00,-200,94
17/07/2004,19.00.00,-200,112
17/07/2004,20.00.00,-200,120
17/07/2004,21.00.00,-200,106
17/07/2004,22.00.00,-200,112
17/07/2004,23.00.00,-200,120
18/07/2004,00.00.00,-200,114
18/07/2004,01.00.00,-200,70
18/07/2004,02.00.00,-200,64
18/07/2004,03.00.00,-200,-200
18/07/2004,04.00.00,-200,55
18/07/2004,05.00.00,-200,50
18/07/2004,06.00.00,-200,62
18/07/2004,07.00.00,-200,53
18/07/2004,08.00.00,-200,85
18/07/2004,09.00.00,-200,102
18/07/2004,10.00.00,-200,97
18/07/2004,11.00.00,-200,91
18/07/2004,12.00.00,-200,62
18/07/2004,13.00.00,-200,57
18/07/2004,14.00.00,-200,40
18/07/2004,15.00.00,-200,60
18/07/2004,16.00.00,-200,70
18/07/2004,17.00.00,-200,53
